nmajor,major1,major2,BBRJ,Business Direct Admit,Combined Bacc and Masters,Dean's List,First Generation College Stdnt,FSB Scholars,Honors Program,President's List,Study Abroad Courtesy Account,Transfer Work (Pre-Banner),Cum Laude,Magna Cum Laude,Summa Cum Laude,University Honors,UniversityHonors w/Distinction,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,year.x,latin_honors,survey_city,survey_company,survey_deptfunc,survey_gradprogram,survey_gradschool,survey_internfour,survey_internone,survey_internships,survey_internthree,survey_interntwo,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
2,Business Economics,Information Systems,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,,,,,,,IBM,1,,,1,seeking employment,,,,
1,Information Systems,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Mangement and Leadership,Mangement and Leadership,White,Male,3.00 - 3.49,202120,2021,0,Chicago,Peloton Consulting Group,Consulting Human Resources Information Technology,,,,BlueGrace Logistics,1,,,2,accepted fulltime job,Yes,Yes,62000,IL
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Magna Cum Laude,Columbus,DHL,Marketing / Sales,,,,Enterprise Holdings,1,,,3,accepted fulltime job,Yes,Yes,40000,Ohio
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Brooklyn Heights,North shore strapping,Logistics / Supply Chain Marketing / Sales,,,,,0,,,2,accepted fulltime job,No,Yes,,OH
1,Finance,none,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Political Science,Political Science,White,Male,3.00 - 3.49,202120,2021,0,New York,JP Morgan,Finance,,,,Dropbox,2,,JPMorgan,1,accepted fulltime job,Yes,Yes,84000,NY
1,Marketing,none,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Interactive Media Studies,No Minor,White,Male,3.00 - 3.49,201920,2019,Cum Laude,San Francisco,SocialChorus,Marketing/Sales,,,,Tapingo,4,Tide Cleaners,Joyrun,,accepted fulltime job,No,Yes,,CA
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Accountancy,No Minor,White,Male,3.50 - 4.00,202020,2020,Magna Cum Laude,Chicago,Prudential Private Capital,Finance,,,,Woodlane Residential Services,3,Baird,The Professional Fighters League,3,accepted fulltime job,Yes,Yes,70000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201920,2019,0,,,,,,,Quality Marketing,,,,,,,,,
1,Finance,none,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Chicago,Harrison Street,Finance,,,,Signature Associates,2,,ValStone Partners,3,accepted fulltime job,Yes,Yes,65000,IL
2,Finance,Information Systems,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Business Analytics,Business Analytics,White,Female,3.00 - 3.49,202020,2020,0,Jersey city,Peloton Consulting Group,Consulting Information Technology,,,,Santander Bank,1,,,1,accepted fulltime job,Yes,Yes,65000,NJ
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,2.50 - 2.99,201920,2019,0,Cincinnati,Total Quality Logistics,,,,,,,,,,accepted fulltime job,,,35000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,White,Female,3.00 - 3.49,201920,2019,0,,LBrands,Logistics / Supply Chain,,,,,2,,,3,accepted fulltime job,Yes,Yes,60000,OH
1,Marketing,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Cincinnati,GE Aviation,IT Assurance / IT Audit Information Technology Other: Development Program,,,,Nu - Marketing Agency,3,Wray Ward - Ad Agency,Draper Associates - Startup,2,accepted fulltime job,Yes,Yes,80000,OH
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Cincinnati,Protiviti,,,,,,,0,,0,accepted fulltime job,Yes,Yes,,Ohio
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Burlington,Burlington Stores,Other: Fashion,,,,,0,,,3,accepted fulltime job,Yes,Yes,58000,NJ
1,Business Analytics,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,Textron,1,,,0,seeking employment,,,,
1,Finance,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Dublin,The Sygma Network,,,,Speedway,,1,1,,1,accepted fulltime job,Yes,Yes,60000,Ohio
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,2.50 - 2.99,201920,2019,0,Chicago,Load Delivered Logistics,Logistics / Supply Chain,,,,Banks Vacuum Superstores,2,,Trezeo,2,accepted fulltime job,Yes,Yes,40000,Illinois
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Arts Related,No Minor,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Cincinnati,Delight Ministries,,,,,Lendkey Technologies,2,,Renee Grace Bridal,,accepted fulltime job,,,,OH
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,Reyes Beer Division,,,,,MB Financial Bank - Now apart of Fifth Third Bank,2,,Beam Suntory - Supply Chain Intern,0,accepted fulltime job,,,,
1,Accountancy,none,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Columbus,Deloitte,,,,,Deloitte,,Worthington Industries,Morgan Stanley,,accepted fulltime job,,,53000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202020,2020,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Multi Racial,Female,3.00 - 3.49,201930,2019,0,,Goldman Sachs,Other: Risk,,,,,,,,,accepted fulltime job,Yes,Yes,70000,UT
1,Business Economics,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Charlotte,Red Ventures,Analytics Consulting Marketing / Sales,,,Blockchain for Social Impact Coalition,Loopring,4,TeamFG,StarSource,3,accepted fulltime job,Yes,Yes,65000,NC
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,,,,,,,JTF Construction,2,,Guide Technologies,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Arts Related,Supply Chain Management,Black or African American,Female,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,Universal Property and Casualty Insurance,1,,,1,seeking employment,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Information Systems,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Chicago,PwC,Accounting Consulting Finance IT Assurance / IT Audit Information Technology,,,,Arthur J Gallagher,2,,PwC,1,accepted fulltime job,Yes,Yes,62000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Chicago,Arrive Logistics,Marketing / Sales,,,,B4 Adventure,2,,Citywide Banks,1,accepted fulltime job,No,Yes,42000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,St. Louis,Rubinbrown Advisors,,,,,Moneta,2,,Premium Retail Services,0,accepted fulltime job,,,,MO
1,Human Capital Mgmt& Leadership,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Female,3.00 - 3.49,202110,2021,0,Plymouth,Frito Lay,General Management Operations / Procurement,,,,Jealco,2,,Frito Lay,1,accepted fulltime job,Yes,Yes,67000,MI
1,Information Systems,none,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,West Carrollton,Insight Enterprises,Information Technology,,,,Avery Dennison,1,,,1,accepted fulltime job,Yes,Yes,65000,OH
1,Accountancy,none,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Humanities,Humanities,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Cleveland,Crowe,,,,,Crowe,2,,,,accepted fulltime job,,,57000,OH
1,Management and Leadership,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201920,2019,0,Chicago,Peloton Group Consulting,Consulting,,,,,,,,,accepted fulltime job,Yes,Yes,60000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Des Moines,Bank Iowa Corporation,Finance,,,,,0,,,2,accepted fulltime job,Yes,Yes,50000,IA
2,Accountancy,Finance,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Humanities,Humanities,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Cleveland,Deloitte,Consulting,,,,Boyd Watterson Asset Management,2,,Deloitte,2,accepted fulltime job,Yes,Yes,80000,Ohio
1,Finance,none,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Humanities,Humanities,Multi Racial,Female,3.00 - 3.49,202120,2021,0,Chicago,Crowe LLP,Accounting Consulting Finance,,,,Delta Sigma Pi,2,,dtb - Hong Kong,1,accepted fulltime job,Yes,Yes,69000,IL
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Language,Language,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Chicago,EY,Accounting,,,,Skoda Minotti,2,,,4,accepted fulltime job,Yes,Yes,63000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Arts Related,Arts Related,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,Aloa,2,,Superfan LLC.,2,seeking employment,,,,
1,Finance,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202120,2021,0,New York,EY,Consulting Finance,,,,PWC,2,,Publicis Media,2,accepted fulltime job,Yes,Yes,72500,NY
1,Accountancy,none,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Pittsburgh,PwC,Accounting,,,,PwC,2,,Cranberry Township,1,accepted fulltime job,Yes,Yes,50000,Pennsylvania
1,Marketing,none,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,201920,2019,0,,,,,,,,,,,,,,,,
1,Supply Chain & Operations Mgmt,none,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Black or African American,Male,3.50 - 4.00,201920,2019,Cum Laude,Columbus,DHL,Logistics / Supply Chain,,,,Cintas,1,,,1,accepted fulltime job,Yes,Yes,52500,Ohio
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Augusta,Textron,,,,,Textron,2,,,1,accepted fulltime job,Yes,Yes,60000,GA
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,Cleveland,Quicken Loans,,,,,CLE Solutions,3,Consoliplex,Consoliplex,,accepted fulltime job,,,45000,OH
1,Marketing,none,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Columbus,Abercrombie,Merchandizing,,,,Sherwin Williams,1,,,1,accepted fulltime job,Yes,Yes,62500,Ohio
1,Interdisciplinary Bus Managemt,none,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Male,2.50 - 2.99,201920,2019,0,,,,,,,,,,,,,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Male,2.50 - 2.99,202120,2021,0,Columbus,DHL Supply Chain,,,,,DHL,2,,,2,accepted fulltime job,Yes,Yes,,OH
1,Supply Chain & Operations Mgmt,none,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Magna Cum Laude,Raymond,Honda of America Manufacturing,Operations / Procurement,,,,Honda North America,2,,Honda of America Manufacturing,1,accepted fulltime job,Yes,Yes,54900,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Magna Cum Laude,Chicago,Accenture,Consulting,,,,Circle 8 Logistics,2,,Accenture,1,accepted fulltime job,Yes,Yes,79500,IL
1,Management and Leadership,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,2.50 - 2.99,201930,2019,0,Chicago,Arrive Logistics,Marketing/Sales,,,,,N/A,,,3,accepted fulltime job,Yes,Yes,44000,IL
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Security,Language,White,Male,3.00 - 3.49,202020,2020,0,Chicago,KellyMitchell Group,,,,,Arrive Logistics,2,,Unified for Uganda,,accepted fulltime job,,,,IL
1,Business Economics,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Chicago,The Hackett Group,Consulting,,,,L.L.Bean,2,,The Hackett Group,4,accepted fulltime job,Yes,Yes,73000,IL
1,Interdisciplinary Bus Managemt,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201930,2019,0,,,,,,,Biorna Quantics,,,,,,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,Octagon,3,Octagon,Cengage,,,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,Humanities,Humanities,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Kettering,Reynolds and Reynolds,Marketing / Sales,,,,,0,,,2,accepted fulltime job,Yes,Yes,38000,OH
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,,,,Sports Info Solutions,1,,,0,seeking employment,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202110,2021,0,,,,,,,,3,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202110,2021,0,,,,,,RICS Software,First Internet Bank,4,RICS Software,Indiana Sports Corp,,,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,1064 Co.,3,CBRE,Bradford Allen Capital,0,seeking employment,,,,
1,Human Capital Mgmt& Leadership,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Chicago,BearingPoint,,,,,Surgical Solutions,2,,,4,accepted fulltime job,Yes,Yes,70000,IL
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Columbus,Ernst and Young,Accounting,,,,Ernst and Young,1,,,1,accepted fulltime job,Yes,Yes,51000,OH
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Twinsburg,Rock Well,Logistics/Supply Chain,,,,Target,1,,,2,accepted fulltime job,Yes,Yes,52000,OH
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,202110,2021,0,,,,,,,HPE/Adient,2,,Sears Manufacturing,0,seeking employment,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,White,Male,2.50 - 2.99,202020,2020,0,San Diego,Flock Freight,,,,,Cengage,1,,,0,accepted fulltime job,,,,CA
2,Finance,Marketing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202020,2020,Cum Laude,Cleveland,Quicken Loans,Finance Marketing / Sales,,,,SoHo Experiential,2,,Grand Prix s.r.l.,2,accepted fulltime job,Yes,Yes,45000,OH
1,Marketing,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Interactive Media Studies,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,PepsiCo,,,,,,3,,,,accepted fulltime job,,,65000,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport Management,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Cleveland,PepsiCo,,,,,PepsiCo,3,,,2,accepted fulltime job,Yes,No,65000,OH
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Systems,No Minor,White,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Mangement and Leadership,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Columbus,Huntington National Bank,Accounting,,,,ABB inc.,2,,Huntington National Bank,1,accepted fulltime job,Yes,Yes,58000,OH
1,Accountancy,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,White,Male,3.00 - 3.49,202110,2021,0,Carmel,"Dauby, O'Connor & Zaleski",Accounting,,,,"Dauby, O'Connor & Zaleski",3,COhatch,Shannon & Co.,2,accepted fulltime job,Yes,No,57500,IN
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Male,3.00 - 3.49,202020,2020,0,Cleveland,RSM,Accounting,MAcc,,,,0,,,2,accepted fulltime job,Yes,Yes,56000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201910,2019,0,,,,,,,,,,,,,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,,DHL,,,,,DHL Supply Chain,2,,Reliable Transportation Solutions,,accepted fulltime job,,,52500,
1,Marketing,none,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Remote,Cigna,Marketing / Sales,,,,Cigna,1,,,1,accepted fulltime job,Yes,Yes,55000,Remote
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Chicago,J.P Morgan,Finance,,,,Wells Fargo,3,Miami University,J.P. Morgan,2,accepted fulltime job,Yes,Yes,95000,IL
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,,,,,,,Hoffman & Baron LLP,2,,ThunderCat Technology,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Business Analytics,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Columbus,JPMorgan Chase & Co.,"Finance

 General Management",,,,LSI Industries,2,,JPMorgan Chase & Co.,1,accepted fulltime job,Yes,Yes,57000,OH
1,Business Analytics,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sport Management,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,,,,,,,Miami University Athletics / Aspire Group,1,,,0,seeking employment,,,,
1,Business Analytics,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport Management,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Brooklyn,Underdog Fantasy,Analytics Operations / Procurement,,,,,0,,,2,accepted fulltime job,Yes,Yes,60000,NY
1,Marketing,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Arts Related,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Minneapolis,Cintas,General Management Logistics / Supply Chain Marketing / Sales,,,,LoveToKnow Media,3,BrewBike,Evereve,1,accepted fulltime job,Yes,Yes,50000,MN
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Math/Stat,No Minor,White,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,,,,MBA,William & Mary,,,,,,,continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201920,2019,0,,,,,,,Rosario & Rosario CPA,1,,,1,seeking employment,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Media Related,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Rolling Meadows,Merrill Edge,,,,,Cintas,2,,Remoov,0,accepted fulltime job,,,,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Chicago,Fifth Third Bank,Finance,,,,Alvarez and Marsal,2,,CME Group,1,accepted fulltime job,Yes,Yes,62000,IL
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,Middletown,Cleveland cliffs,Logistics / Supply Chain,,,,,0,,,6,accepted fulltime job,Yes,Yes,65000,Oh
1,Finance,none,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,,,,,,,JA Glynn Investments,1,,,0,seeking employment,,,,
1,Marketing,none,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Entrepreneurship,Entrepreneurship,White,Male,3.00 - 3.49,201920,2019,0,Oak Brook,CBRE,Other: Brokerage,,,,Engel & Völkers Hong Kong,2,,"HFF, L.P.",2,accepted fulltime job,Yes,Yes,60000,IL/USA
2,Finance,Marketing,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Chicago,JPMorgan Chase,Finance,,,,JPMorgan Chase,2,,BMO Harris Bank,1,accepted fulltime job,Yes,Yes,65000,IL
1,Supply Chain & Operations Mgmt,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Sport Management,Sport Management,Hispanic/Latino,Male,3.50 - 4.00,202110,2021,Cum Laude,"Springfield, OH",ALDI USA,General Management,,,,Fifth Third Bank,2,,ALDI USA,1,accepted fulltime job,Yes,Yes,80000,OH
1,Finance,none,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202020,2020,Cum Laude,,,,ECO,,,"Gaotime Information Industry Co., Ltd. (Shanghai, China)",1,,,1,seeking employment,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202115,2021,Cum Laude,Chicago,Accenture,Consulting,,,,Routinely,3,Accenture,Accenture,2,accepted fulltime job,Yes,Yes,80000,IL
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Manhattan,VTS Inc.,Marketing / Sales,,,,VTS Inc.,1,,,1,accepted fulltime job,Yes,Yes,65000,NY
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,No Minor,White,Male,3.00 - 3.49,202020,2020,0,New York,FutureBrand,,,,Avertising Savants,FutureBrand,5,ProCamps,Ogilvy,,accepted parttime job,,,,NY
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,202020,2020,0,Marietta,Peoples Bank,,,,,Five Rivers MetroParks,1,,,0,accepted fulltime job,,,,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,White,Female,3.00 - 3.49,202120,2021,0,Pittsburgh,American Eagle Outfitters,Logistics / Supply Chain,,,,EXPRESS,2,,American Eagle Outfitters (canceled due to COVID),1,accepted fulltime job,Yes,Yes,52000,PA
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,New York City,Oppenheimer & Co Inc.,,,,,Morgan Stanley,,,,,accepted fulltime job,,,,NY
1,Marketing,none,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Entrepreneurship,Entrepreneurship,Hispanic/Latino,Female,3.00 - 3.49,202020,2020,0,,,,,,,Uturn Data Solutions,3,Fermilab,JUCCCE,,seeking employment,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accountancy,Accountancy,White,Male,3.00 - 3.49,202120,2021,0,Cincinnati,Skylight Financial Group,,,,,,,,,,accepted fulltime job,,,65000,OH
1,Information Systems,none,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Entrepreneurship,Entrepreneurship,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Cincinnati,Grant Thornton,IT Assurance / IT Audit,,,,"Assistant to CEO, TeaPlays",2,,"Product Supply Intern, Keurig Dr. Pepper",1,accepted fulltime job,Yes,Yes,55000,Ohio/USA
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Columbus,KPMG,Accounting Consulting IT Assurance / IT Audit,,,,"Revolutions, Inc.",2,,PNC Financial Services,2,accepted fulltime job,Yes,Yes,60000,OH
